featureid	Description	Intercept	up_in_il
k99_3694779_1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium bifidum	-0.456508624	1.301100748
G001915615	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas synergistica	-0.046558845	1.300190466
G900087055	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__;g__Plesiomonas;s__Plesiomonas shigelloides	-2.896354663	1.299817341
G000006865	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis;t__Lactococcus lactis subsp. lactis	0.759514821	1.295911865
G000436695	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. CAG:1185	-2.537594783	1.294587331
G000478885	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	2.069765222	1.291542249
G900091675	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas sp. Marseille-P2440	-1.333595741	1.285109
G001940995	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp. Phil15	-2.135733592	1.275922315
G900111835	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas otitidis	-1.861173141	1.274640458
MTB_feature_2088	#N/A	0.828466666	1.267034369
G000612055	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella pyogenes	-3.689209926	1.263773935
MTB_feature_786	Trialkylamines	0.82154299	1.260067778
k99_1844258_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.055757749	1.259229081
G000016325	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. 638	0.401065123	1.252829211
MTB_feature_670	Acylaminosugars	2.078520191	1.251990872
k99_2297879_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.174009311	1.24849792
MTB_feature_238	Imidazolyl carboxylic acids and derivatives	1.717419398	1.237079578
k99_1273264_5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium sp. CAG:38	0.267139447	1.234140294
G001294745	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Idiomarinaceae;g__Idiomarina;s__Idiomarina zobellii	-4.70880841	1.232794242
k99_8344564_5	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:114	0.457690013	1.23143162
MTB_feature_214	unclassified	1.434074652	1.226891773
G000379665	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas synergistica	-1.910968769	1.226816969
G000432615	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella wadsworthensis CAG:135	-2.364415634	1.226511972
G000803065	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp. ERG5	-5.006156433	1.226328986
k99_10262351_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	0.089656127	1.22469111
G000008925	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus salivarius	-3.576914298	1.223642306
G000431995	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. CAG:81	1.949142945	1.222027855
Q9H3R2	Human	0.224113953	1.221482651
k99_7774376_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum sp. 60_17	0.086600792	1.221168058
k99_821445_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.0883057	1.220282393
MTB_feature_288	Hypoxanthines	1.336301339	1.219843702
MTB_feature_1246	unclassified	1.525582564	1.218005018
Q9Y2Y8	Human	0.281978619	1.215657549
Q9UGM3	Human	0.37181021	1.215198355
P35030	Human	0.713156474	1.212637859
G000403415	k__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__Firmicutes bacterium M10-2	-2.78588103	1.211709099
G001701045	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus porcorum	-2.997469413	1.206793385
P02751	Human	0.019485486	1.203659253
G900119535	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens	-3.509991634	1.20204659
MTB_feature_1060	unclassified	0.705105794	1.201823847
k99_2778619_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.394182432	1.196845191
MTB_feature_650	unclassified	1.651781809	1.195022719
P11021	Human	-0.250800836	1.193215685
k99_2051191_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.23443054	1.191934781
P06396	Human	-0.802602756	1.190859454
ASV_Feature_143	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__	0.673734438	1.190444606
MTB_feature_672	unclassified	2.016183984	1.189953821
k99_5878320_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__Clostridiales bacterium 52_15	0.218058598	1.188052313
ASV_Feature_104	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1.576828849	1.186803775
ASV_Feature_1650	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	6.294488204	1.186569469
P61626	Human	0.322190535	1.184681075
G001513045	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales bacterium DTU089	-0.705626476	1.17924233
G000092365	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium;s__Arcanobacterium haemolyticum	-3.898282039	1.179182189
G000173355	k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus hydrogenalis	-3.679984081	1.178477483
MTB_feature_2695	unclassified	-0.349392641	1.177994924
k99_234630_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	0.15750314	1.177067177
G001437015	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium minutum	-3.050626743	1.175353305
G900105895	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium minutum	-3.050625789	1.175351041
G000296505	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces turicensis	-2.965960014	1.173856394
G000275785	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. 916	-2.466123092	1.171173351
k99_7309227_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum sp. 60_17	-0.069119441	1.170583682
P14780	Human	-0.031916845	1.169510143
A0A075B6J9	Human	1.052051795	1.167474108
G000741135	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium choerinum	-3.857127654	1.167154448
MTB_feature_1224	#N/A	1.393655789	1.167054134
k99_3342156_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.157291639	1.166631894
k99_4253739_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__[Clostridium] glycyrrhizinilyticum	0.073437464	1.166543203
G000744375	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__Carnobacterium gallinarum	-3.257246005	1.163692312
G000311985	k__Bacteria;p__Firmicutes;c__Tissierellia;o__;f__;g__Kallipyga;s__Kallipyga massiliensis	-4.156137931	1.163474577
G900155635	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella sp. Marseille-P3197	-3.027557361	1.163247483
G000411515	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella wadsworthensis	-2.081754672	1.159487682
P37837	Human	-0.437928426	1.158038931
k99_4911978_1	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella aerofaciens	0.563624394	1.155931072
MTB_feature_155	Dipeptides	2.429071677	1.15560879
G000421665	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Bavariicoccus;s__Bavariicoccus seileri	-2.374243724	1.153602617
G000311745	k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus obesiensis	-0.811008918	1.147848206
k99_1297257_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	0.061378968	1.145507293
P00450	Human	0.487964642	1.144879894
P00739	Human	-0.16432308	1.142370062
k99_2815923_2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium bifidum	-0.415011871	1.142208533
G000307875	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus bataviensis	-3.127856243	1.140719013
G000438395	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. CAG:98	3.468131867	1.13548656
G000163895	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor;s__Filifactor alocis	-3.182876575	1.134018796
MTB_feature_17	Leucine and derivatives	5.391455066	1.125492292
G000245775	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	-3.26266669	1.124073761
k99_10322511_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.469712722	1.118019896
G001435035	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus manihotivorans	-3.802934635	1.115792768
P05451	Human	1.005202305	1.10820909
I3L4Y3	Human	1.054003727	1.10672708
k99_4720685_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.249692428	1.104219752
Q07837	Human	0.507717621	1.101791101
MTB_feature_1225	Oligopeptides	0.608854067	1.099860029
P05187	Human	0.610759986	1.097475009
G900109475	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp. ob235	-4.691441047	1.094978826
k99_3088654_1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium bifidum	-0.095383155	1.094341772
G000175855	k__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Raphidiopsis;s__Raphidiopsis brookii	-2.222479331	1.094310599
k99_7825279_1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium kashiwanohense	-0.952744949	1.093106406
k99_3298405_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Thermobrachium; s__Thermobrachium celere	0.012921107	1.092706101
k99_1989256_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	0.370308411	1.090557354
k99_805025_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	0.004694474	1.088628726
P02753	Human	0.454312337	1.085672038
MTB_feature_65	#N/A	4.424740088	1.084495919
G001454945	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas butyriciproducens	2.470284832	1.082105653
MTB_feature_194	unclassified	1.47046448	1.08127095
k99_740069_8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum sp. 60_17	0.097460043	1.078112559
G000974365	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Geofilum;s__Geofilum rubicundum	-5.045645225	1.077616768
k99_5726125_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured Faecalibacterium sp.	-0.219681728	1.073491769
Q03403	Human	0.259000552	1.073439198
Q9Y6N5	Human	0.155677807	1.072842376
G001244995	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas massiliensis	2.257242334	1.066949265
P17931	Human	0.433424246	1.061322467
G001572725	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia;s__Serratia rubidaea	-1.248919475	1.0608563
P21333	Human	-0.03836869	1.059839802
G000800475	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum	-3.946190345	1.05857523
P07355	Human	0.191444409	1.05846961
k99_391326_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.211811292	1.058069782
k99_7906140_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured Faecalibacterium sp.	-0.382918107	1.057495074
G000381005	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas bovis	-2.150939929	1.056929069
MTB_feature_917	unclassified	0.543212903	1.054970579
MTB_feature_528	unclassified	0.438269866	1.05353673
MTB_feature_537	unclassified	3.7704045	1.053386347
G000437675	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. CAG:891	-1.174460399	1.051357465
P08311	Human	0.173712742	1.051350968
G000154525	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	5.109484565	1.050933736
G000758845	k__Bacteria;p__Firmicutes;c__Tissierellia;o__;f__;g__;s__Tissierellia bacterium S7-1-4	-2.833671558	1.049813526
k99_740926_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.051097167	1.048678653
P01833	Human	0.747411025	1.04799624
A0A087WXI5	Human	0.728418839	1.043994384
k99_7722219_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured Faecalibacterium sp.	-0.072145927	1.040633934
A0A2U3TZU2	Human	0.084198248	1.040478962
G000614145	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae	2.266260636	1.039378779
MTB_feature_1501	unclassified	0.656051409	1.039049642
G001552785	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium deltae	-3.673548686	1.038971441
k99_3887054_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum variabile	-0.004200208	1.03775646
MTB_feature_88	Hydroxycinnamic acids	3.66613659	1.037242549
G000741175	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium callitrichos	-1.933857906	1.036332266
k99_2565092_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum variabile	-0.039597261	1.036100285
G001689655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__Bacteroidales bacterium K10	-1.075437534	1.035533147
G001562845	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium vaginae	-4.32582854	1.03534724
G000372405	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas somerae	0.789956582	1.034209745
G000435995	k__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__Firmicutes bacterium CAG:137	0.118838799	1.032931464
G001941205	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes;s__Synergistes sp. Zagget9	-1.073980319	1.032561021
A0A0G2JN42	Human	0.594651711	1.032523589
k99_7301982_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured Faecalibacterium sp.	-0.19361161	1.031886952
O60814	Human	-0.654468048	1.030951636
ASV_Feature_26	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	4.758544219	1.029244201
k99_6289010_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum variabile	0.344628346	1.029135721
P04264	Human	0.749153149	1.027909415
k99_6208321_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.229503143	1.023686783
MTB_feature_232	Indolyl carboxylic acids and derivatives	3.255647075	1.022552745
G000010585	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus;s__Macrococcus caseolyticus	-3.233384597	1.022442596
k99_3125605_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured Faecalibacterium sp.	0.182156575	1.017632144
ASV_Feature_181	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania; s__	1.718095315	1.014496701
G000434815	k__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__Proteobacteria bacterium CAG:139	1.188929808	1.014354127
k99_3714615_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Tyzzerella; s__[Clostridium] lactatifermentans	0.461671364	1.012760477
E9PFZ2	Human	0.317050946	1.010916786
MTB_feature_270	unclassified	1.446675789	1.010567801
G000980455	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae;g__Heliobacterium;s__Heliobacterium sp. N15.MGS-306	0.061833155	1.010518985
MTB_feature_219	Dipeptides	1.992228162	1.010395246
G001042635	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii	-1.068545806	1.007664995
G000403355	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus;s__Enterorhabdus caecimuris	-1.778789508	1.007266777
k99_7098722_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii	-0.25783776	1.005300598
k99_2887845_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__Dorea longicatena	0.424674285	1.00211324
P09525	Human	0.036791337	0.999911385
ASV_Feature_950	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.212778819	0.998217778
MTB_feature_885	#N/A	1.26694442	0.997240977
G001406595	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter sanguinis	-1.09823941	0.997231858
MTB_feature_220	unclassified	1.741419327	0.996896165
